,lambda=0.0000
2017-06-12,2.803849598114788
2017-06-13,2.8328739321805316
2017-06-14,2.8207803568364658
2017-06-15,2.83653110629153
2017-06-16,2.8280879995832757
2017-06-19,2.8477932745927697
2017-06-20,2.855856387276671
2017-06-21,2.860438572445095
2017-06-22,2.833374827556981
2017-06-23,2.8427191045015348
2017-06-26,2.885988686604379
2017-06-27,2.888112355185705
2017-06-28,2.8753416389517454
2017-06-29,2.887718042187715
2017-06-30,2.8933571238385674
2017-07-03,2.9141974821717587
2017-07-04,2.9027633601309457
2017-07-05,2.9261929803267135
2017-07-06,2.929818216444113
2017-07-07,2.9415230007657684
2017-07-10,2.941277619885691
2017-07-11,2.911328320977083
2017-07-12,2.911087285123223
2017-07-13,2.9208292608866793
2017-07-14,2.9148884950240084
2017-07-17,2.8054858218969567
2017-07-18,2.8441461109153425
2017-07-19,2.8988902274263006
2017-07-20,2.9182378487473497
2017-07-21,2.9323840004490918
2017-07-24,2.96061313057927
2017-07-25,2.9448563249812376
2017-07-26,2.9433461923275814
2017-07-27,2.9505354241714112
2017-07-28,2.9496431782729684
2017-07-31,2.979500554187181
2017-08-01,2.9731212925373725
2017-08-02,2.958531345609472
2017-08-03,2.9546527566706136
2017-08-04,2.9406277893354633
2017-08-07,2.9681756970689483
2017-08-08,2.9779568697956926
2017-08-09,2.982287651118137
2017-08-10,2.9497547038558483
2017-08-11,2.896097822236995
2017-08-14,2.9415821770892547
2017-08-15,2.949508168801925
2017-08-16,2.9592721305015566
2017-08-17,2.989609594116987
2017-08-18,2.987379488345471
2017-08-21,3.0123007268551447
2017-08-22,3.002544977278165
2017-08-23,2.9773016347954484
2017-08-24,2.9688058109136537
2017-08-25,3.008186312638868
2017-08-28,3.040604293990945
2017-08-29,3.026587875433392
2017-08-30,3.047626525576815
2017-08-31,3.0469136577106486
2017-09-01,3.066645253777071
2017-09-04,3.069335111992824
2017-09-05,3.071915265452382
2017-09-06,3.07819362762113
2017-09-07,3.0723720504200585
2017-09-08,3.076890397049293
2017-09-11,3.103812595766442
2017-09-12,3.0883328730401494
2017-09-13,3.0978248875715315
2017-09-14,3.0855784182697783
2017-09-15,3.073730910385177
2017-09-18,3.0898629591366116
2017-09-19,3.0823233097829177
2017-09-20,3.1075630725051173
2017-09-21,3.0726385193639154
2017-09-22,3.050354657663882
2017-09-25,3.0062281313595327
2017-09-26,3.012041738313321
2017-09-27,3.034315943891385
2017-09-28,3.023521775512967
2017-09-29,3.0472076899833955
2017-10-09,3.0777762286948622
2017-10-10,3.0880682103892223
2017-10-11,3.0889901915455305
2017-10-12,3.080934833820819
2017-10-13,3.0868064882058643
2017-10-16,3.0529631622198976
2017-10-17,3.048237830830348
2017-10-18,3.0264214063490797
2017-10-19,2.9946238763829816
2017-10-20,3.037910697713805
2017-10-23,3.0633926847523782
2017-10-24,3.0538656456386595
2017-10-25,3.0761750047780376
2017-10-26,3.091573732126219
2017-10-27,3.079230546717403
2017-10-30,3.0356435360519307
2017-10-31,3.0633044039568222
2017-11-01,3.0672105298959904
2017-11-02,3.042160899181402
2017-11-03,3.0200630887357844
2017-11-06,3.0454595797783233
2017-11-07,3.07024803060208
2017-11-08,3.0740002346653514
2017-11-09,3.0941959348832886
2017-11-10,3.10356570110163
2017-11-13,3.0981533188199424
2017-11-14,3.0803520097781476
2017-11-15,3.04932756648379
2017-11-16,3.0632378424441664
2017-11-17,2.987212669712318
2017-11-20,3.008450232691721
2017-11-21,3.0114809774963063
2017-11-22,3.000276892016085
2017-11-23,2.93476583083489
2017-11-24,2.948958100979062
2017-11-27,2.911910379298683
2017-11-28,2.957147766803883
2017-11-29,2.97029570573931
2017-11-30,2.9442174947983633
2017-12-01,2.9681359653586155
2017-12-04,2.952974826849942
2017-12-05,2.8998359380772447
2017-12-06,2.9154765960394493
2017-12-07,2.897749190859711
2017-12-08,2.9292460150296695
2017-12-11,2.960067613190064
2017-12-12,2.9349179731358195
2017-12-13,2.953981285785641
2017-12-14,2.9493466968066633
2017-12-15,2.928105057945959
2017-12-18,2.9164500565737406
2017-12-19,2.9379472880777455
2017-12-20,2.922955646475849
2017-12-21,2.9346118050845016
2017-12-22,2.927401347544388
2017-12-25,2.8994535466330325
2017-12-26,2.9152148291724456
2017-12-27,2.9004329394938577
2017-12-28,2.909096479145386
2017-12-29,2.9294358902625888
2018-01-02,2.960791762409015
2018-01-03,2.9842162172518893
2018-01-04,3.000418825597009
2018-01-05,3.0130880590814515
2018-01-08,3.048956767954269
2018-01-09,3.0450539043450626
2018-01-10,3.0170745984489664
2018-01-11,3.01672551003703
2018-01-12,3.0062338204473757
2018-01-15,2.9312696762133235
2018-01-16,2.9736325850531724
2018-01-17,2.9583149432727085
2018-01-18,2.9680095991212463
2018-01-19,2.963309897182573
2018-01-22,2.9889651169655567
2018-01-23,2.997182932782752
2018-01-24,3.0110828838171493
2018-01-25,3.010115459128204
2018-01-26,3.010462267411274
2018-01-29,2.975071043373421
2018-01-30,2.975959615817487
2018-01-31,2.934698760561794
2018-02-01,2.8305172830427914
2018-02-02,2.8280774335155785
2018-02-05,2.8247534325265016
2018-02-06,2.6960814877543564
2018-02-07,2.692363119114895
2018-02-08,2.718253266828728
2018-02-09,2.6222596792190744
2018-02-12,2.6797444806676176
2018-02-13,2.6943666333047016
2018-02-14,2.702127141581207
2018-02-22,2.7451330017234237
2018-02-23,2.752096292409805
2018-02-26,2.792839830265246
2018-02-27,2.774528542810677
2018-02-28,2.782561343656953
2018-03-01,2.8109291003721695
2018-03-02,2.796059566231703
2018-03-05,2.794789759293322
2018-03-06,2.824416569402526
2018-03-07,2.809499659939352
2018-03-08,2.8162202592019736
2018-03-09,2.8494681887321156
2018-03-12,2.8786206190336174
2018-03-13,2.861326633066094
2018-03-14,2.833905032809753
2018-03-15,2.8266137079567693
2018-03-16,2.8198812596045197
2018-03-19,2.8135106438709974
2018-03-20,2.8092580641056606
2018-03-21,2.7962842686589062
2018-03-22,2.801995518500786
2018-03-23,2.6717315637707437
2018-03-26,2.6956643763297254
2018-03-27,2.755205246059716
2018-03-28,2.7325725394781943
2018-03-29,2.756119492564477
2018-03-30,2.7779112960081456
2018-04-02,2.7784004353071667
2018-04-03,2.7523794630917653
2018-04-04,2.735216486553773
2018-04-09,2.736607355098025
2018-04-10,2.745181588435816
2018-04-11,2.7618102487448404
2018-04-12,2.739009726875182
2018-04-13,2.7431671421516612
2018-04-16,2.7222238088549315
2018-04-17,2.6728524821907897
2018-04-18,2.6957300549310284
2018-04-19,2.7069529474335723
2018-04-20,2.6545885321781615
2018-04-23,2.6385022656725616
2018-04-24,2.6871929233695226
2018-04-25,2.6880281462215807
2018-04-26,2.639546668014612
2018-04-27,2.6480868593338234
2018-05-02,2.6384751172922445
2018-05-03,2.6630860287811884
2018-05-04,2.665020989732722
2018-05-07,2.702510402577009
2018-05-08,2.714194969238801
2018-05-09,2.7116500947124607
2018-05-10,2.7193940839993664
2018-05-11,2.702912377618005
2018-05-14,2.6983264716169213
2018-05-15,2.7095747744211565
2018-05-16,2.708847329179894
2018-05-17,2.698747341010982
2018-05-18,2.719022894529155
2018-05-21,2.7427640828041353
2018-05-22,2.748031742887792
2018-05-23,2.720699840602585
2018-05-24,2.719380608101882
2018-05-25,2.690651770128433
2018-05-28,2.672229249675154
2018-05-29,2.6579459446970546
2018-05-30,2.5799117590698595
2018-05-31,2.610525343817267
2018-06-01,2.589574357423353
2018-06-04,2.594161347967201
2018-06-05,2.622581241534999
2018-06-06,2.62258348008487
2018-06-07,2.603696848957698
2018-06-08,2.566777144822265
2018-06-11,2.5528623187274704
2018-06-12,2.571459957574621
2018-06-13,2.538062325554991
2018-06-14,2.5321473848855844
2018-06-15,2.494175156308147
2018-06-19,2.345180862289681
2018-06-20,2.365616886523258
2018-06-21,2.3258144851077054
2018-06-22,2.347313789291024
2018-06-25,2.3304388897125183
2018-06-26,2.3324297996407397
2018-06-27,2.320935684020419
2018-06-28,2.2940811300125343
2018-06-29,2.3427883681278
2018-07-02,2.3056451456248217
2018-07-03,2.323241845797455
2018-07-04,2.29308273669593
2018-07-05,2.230339832234294
2018-07-06,2.2399068278136536
2018-07-09,2.2859313079022052
2018-07-10,2.307997000156841
2018-07-11,2.2702951189736327
2018-07-12,2.324186391621333
2018-07-13,2.3289774204790676
2018-07-16,2.3313314811451282
2018-07-17,2.338558263952769
2018-07-18,2.3342421702760894
2018-07-19,2.3218600177987954
2018-07-20,2.3486876950178615
2018-07-23,2.3741700180954344
2018-07-24,2.4180092452418442
2018-07-25,2.420571272373039
2018-07-26,2.41744869505846
2018-07-27,2.405252789980136
2018-07-30,2.388089657725777
2018-07-31,2.3905738239530847
2018-08-01,2.3551912236607846
2018-08-02,2.30791040013362
2018-08-03,2.299560402952137
2018-08-06,2.260342835016559
2018-08-07,2.3192185647889474
2018-08-08,2.2848490962877728
2018-08-09,2.325190854074611
2018-08-10,2.333219485946918
2018-08-13,2.336490186365039
2018-08-14,2.3319534570440816
2018-08-15,2.2894353182663245
2018-08-16,2.2649268904077715
2018-08-17,2.231538398884675
2018-08-20,2.2407975698509435
2018-08-21,2.262692954301876
2018-08-22,2.2405643711403442
2018-08-23,2.2487146787424215
2018-08-24,2.2454647119508397
2018-08-27,2.285768687306398
2018-08-28,2.287732742373076
2018-08-29,2.2770369655511242
2018-08-30,2.2512847113580507
2018-08-31,2.2319315698005697
2018-09-03,2.237013561064629
2018-09-04,2.2555209689610165
2018-09-05,2.2234408518696505
2018-09-06,2.2155551947262473
2018-09-07,2.21915599752825
2018-09-10,2.1899391333657783
2018-09-11,2.192560785901883
2018-09-12,2.1932544119453383
2018-09-13,2.216511518662745
2018-09-14,2.2043592415004345
2018-09-17,2.1751961536777378
2018-09-18,2.20693633550853
2018-09-19,2.2281924365569226
2018-09-20,2.224755787150993
2018-09-21,2.255176883141131
2018-09-25,2.247574458288525
2018-09-26,2.2580099600706687
2018-09-27,2.2306265043106235
2018-09-28,2.247064236306415
2018-10-08,2.1851635559023235
2018-10-09,2.1874764300125045
2018-10-10,2.1901086465452173
2018-10-11,2.031722750228916
2018-10-12,2.020118234907613
2018-10-15,1.9892989181666885
2018-10-16,1.9472261036044092
2018-10-17,1.9611211432932898
2018-10-18,1.9104345926157542
2018-10-19,1.9471204491741703
2018-10-22,2.0434329847466235
2018-10-23,2.003835472652057
2018-10-24,2.012206163734285
2018-10-25,2.007406254639579
2018-10-26,2.0221344043465623
2018-10-29,1.9887351464169978
2018-10-30,2.0043440927151064
2018-10-31,2.0357855345022635
2018-11-01,2.0408915801052987
2018-11-02,2.0998139787001486
2018-11-05,2.116879889200607
2018-11-06,2.126427326357623
2018-11-07,2.12324144460078
2018-11-08,2.1128519208536862
2018-11-09,2.1057929885004136
2018-11-12,2.1574708561475875
2018-11-13,2.1930550049225617
2018-11-14,2.1918649125288763
2018-11-15,2.222042067043685
2018-11-16,2.2533000884214283
2018-11-19,2.2704641095835183
2018-11-20,2.2052348576280636
2018-11-21,2.2213773836594015
2018-11-22,2.2237652473625924
2018-11-23,2.128668180243294
2018-11-26,2.1305053074955054
2018-11-27,2.143538211257909
2018-11-28,2.1797011641197233
2018-11-29,2.1408705478847763
2018-11-30,2.152243462076953
2018-12-03,2.2204294254414525
2018-12-04,2.2327238980645667
2018-12-05,2.2216569615350914
2018-12-06,2.1874827479482035
2018-12-07,2.1812370225827644
2018-12-10,2.1572057525223856
2018-12-11,2.165954565330104
2018-12-12,2.1642532051896546
2018-12-13,2.186314185043853
2018-12-14,2.1298461617780817
2018-12-17,2.1319890624177806
2018-12-18,2.123572639052546
2018-12-19,2.098509648289192
2018-12-20,2.1117267050115163
2018-12-21,2.091732956907132
2018-12-24,2.1127376178897075
2018-12-25,2.088537094950974
2018-12-26,2.0971141931672275
2018-12-27,2.0694668986634155
2018-12-28,2.0798864332104006
2019-01-02,2.070368134369824
2019-01-03,2.064884112079927
2019-01-04,2.1063170248648584
2019-01-07,2.1472088477809157
2019-01-08,2.138114965670071
2019-01-09,2.1445376387667543
2019-01-10,2.137653198375957
2019-01-11,2.151179017755343
2019-01-14,2.1446944930137426
2019-01-15,2.162027645256937
2019-01-16,2.158830127937998
2019-01-17,2.1491781558826806
2019-01-18,2.1696966289220083
2019-01-21,2.179675489662563
2019-01-22,2.159632412259775
2019-01-23,2.167440718728214
2019-01-24,2.170020464171433
2019-01-25,2.1638801326443935
2019-01-28,2.156059545887489
2019-01-29,2.132524574533988
2019-01-30,2.1000401491576937
2019-01-31,2.0744061631921764
2019-02-01,2.1283657896154433
2019-02-11,2.189000337267143
2019-02-12,2.2092358542235857
2019-02-13,2.248317843825962
2019-02-14,2.249554826086089
2019-02-15,2.2493272130541646
2019-02-18,2.319131116303284
2019-02-19,2.32097593621708
2019-02-20,2.330260487199222
2019-02-21,2.3271239893228075
2019-02-22,2.3695199418296182
2019-02-25,2.4766968728396606
2019-02-26,2.475660578179677
2019-02-27,2.464889125650839
2019-02-28,2.470454236548262
2019-03-01,2.487300560367113
2019-03-04,2.5310802464124076
2019-03-05,2.599029823191909
2019-03-06,2.6426463000001372
2019-03-07,2.6743772213156665
2019-03-08,2.565818025149658
2019-03-11,2.6598968397813905
2019-03-12,2.7203898556098864
2019-03-13,2.6710785713833958
2019-03-14,2.603582366785666
2019-03-15,2.6533035279626542
2019-03-18,2.7252637651714497
2019-03-19,2.7336973209041995
2019-03-20,2.7263743014525286
2019-03-21,2.758375303705688
2019-03-22,2.7811992478093686
2019-03-25,2.7612608454151863
2019-03-26,2.6847990434738493
2019-03-27,2.7091230636453645
2019-03-28,2.673790681599789
2019-03-29,2.7546190272648357
2019-04-01,2.866230614116792
2019-04-02,2.878575287655577
2019-04-03,2.904123089333696
2019-04-04,2.9324287558535094
2019-04-08,2.9381985649984936
2019-04-09,2.9361324268280056
2019-04-10,2.9452206423829073
2019-04-11,2.9089284454876254
2019-04-12,2.900634401139486
2019-04-15,2.875808349998095
2019-04-16,2.92456337087851
2019-04-17,2.93900465003527
2019-04-18,2.9097735188916745
2019-04-19,2.920912821560042
2019-04-22,2.8946412121904896
2019-04-23,2.8463650898866724
2019-04-24,2.8663754730998763
2019-04-25,2.768949515226522
2019-04-26,2.7173829813287926
2019-04-29,2.622994578130372
2019-04-30,2.650577399566112
2019-05-06,2.4713537661575464
2019-05-07,2.5028327596583315
2019-05-08,2.4860536325198814
2019-05-09,2.465898949536133
2019-05-10,2.542083179014182
2019-05-13,2.517654781301291
2019-05-14,2.4997463113305414
2019-05-15,2.548906865983323
2019-05-16,2.5714585962092342
2019-05-17,2.491232424190254
2019-05-20,2.46715829724831
2019-05-21,2.513377690141331
2019-05-22,2.49393671531714
2019-05-23,2.4515320370887177
2019-05-24,2.4320116570132004
2019-05-27,2.501343517979087
2019-05-28,2.5077159399760807
2019-05-29,2.5119057812967127
2019-05-30,2.5056963137853194
2019-05-31,2.5133070317199686
2019-06-03,2.4950188439072556
2019-06-04,2.463280223590866
2019-06-05,2.4597737102668176
2019-06-06,2.4035127674153447
2019-06-10,2.4248428962177644
2019-06-11,2.5014281516936556
2019-06-12,2.4893703967238303
2019-06-13,2.4968405146817028
2019-06-14,2.4604908321720402
2019-06-17,2.4628828729589043
2019-06-18,2.4663034633173453
2019-06-19,2.4949809571051387
2019-06-20,2.5363626052241908
2019-06-21,2.561074326075614
2019-06-24,2.564047783141714
2019-06-25,2.5363443128251872
2019-06-26,2.531108286429058
2019-06-27,2.5496386786556813
2019-06-28,2.523373825443897
2019-07-01,2.5916679068304194
2019-07-02,2.5970134280052983
2019-07-03,2.5729000538776923
2019-07-04,2.5656746653945457
2019-07-05,2.5773086568764065
2019-07-08,2.5057230250674225
2019-07-09,2.5118181297559254
2019-07-10,2.494158876504375
2019-07-11,2.490969542494214
2019-07-12,2.502825974803706
2019-07-15,2.5365686156789287
2019-07-16,2.5355602935914345
2019-07-17,2.539126684604843
2019-07-18,2.5048638610989586
2019-07-19,2.5257620875748357
2019-07-22,2.4776997605833144
2019-07-23,2.492506385472989
2019-07-24,2.5184758175484423
2019-07-25,2.526746471503663
2019-07-26,2.531594765642843
2019-07-29,2.5437199105283574
2019-07-30,2.55312604743793
2019-07-31,2.5413342009469972
2019-08-01,2.5308525405569795
2019-08-02,2.4953160495446376
2019-08-05,2.4684569048468847
2019-08-06,2.3957948129893123
2019-08-07,2.3950409152581433
2019-08-08,2.413177695027217
2019-08-09,2.379882431377077
2019-08-12,2.4127802408779484
2019-08-13,2.3997858466865716
2019-08-14,2.406288831238383
2019-08-15,2.4128994082270734
2019-08-16,2.4309362143204836
2019-08-19,2.4784553630967676
2019-08-20,2.47384434372262
2019-08-21,2.4724883189248623
2019-08-22,2.4783744925484483
2019-08-23,2.4732852860065937
2019-08-26,2.461876879567041
2019-08-27,2.5151205931834206
2019-08-28,2.5247555058535194
2019-08-29,2.5272289038185147
2019-08-30,2.505567818935719
2019-09-02,2.5521552937211354
2019-09-03,2.5644309378359544
2019-09-04,2.5860050316403607
2019-09-05,2.6093544546515735
2019-09-06,2.601290573357447
2019-09-09,2.638905228420725
2019-09-10,2.640057083239523
2019-09-11,2.6209183974691883
2019-09-12,2.626463437877004
2019-09-16,2.6391989108652387
2019-09-17,2.5832939645520474
2019-09-18,2.586650816229018
2019-09-19,2.6210806342238433
2019-09-20,2.627085517526114
2019-09-23,2.5971376232863306
2019-09-24,2.5825117771963364
2019-09-25,2.547540783256736
2019-09-26,2.4871596312632716
2019-09-27,2.5101765483328915
2019-09-30,2.498774063364791
2019-10-08,2.515967590731597
2019-10-09,2.5397943763766655
2019-10-10,2.576428425262682
2019-10-11,2.5766586365585264
2019-10-14,2.6116904604803413
2019-10-15,2.5950600949924594
2019-10-16,2.578229965255474
2019-10-17,2.5741754587062284
2019-10-18,2.556353661894199
2019-10-21,2.557993275043517
2019-10-22,2.5780617419178746
2019-10-23,2.559954940400085
2019-10-24,2.559810174227385
2019-10-25,2.5998241554681663
2019-10-28,2.6358423539293425
2019-10-29,2.613413757874619
2019-10-30,2.5806897059697462
2019-10-31,2.5562949494804337
2019-11-01,2.5636538474517154
2019-11-04,2.57424394809972
2019-11-05,2.592428286434316
2019-11-06,2.5637898070444227
2019-11-07,2.5705046886812486
2019-11-08,2.5565169462777475
2019-11-11,2.500949022373059
2019-11-12,2.5052503652982865
2019-11-13,2.4914155083435188
2019-11-14,2.500337607926871
2019-11-15,2.46298439660324
2019-11-18,2.4868044538284515
2019-11-19,2.5360237233801453
2019-11-20,2.5140681127648734
2019-11-21,2.520334923247141
2019-11-22,2.5126893175642024
2019-11-25,2.5198177388433978
2019-11-26,2.519242635123539
2019-11-27,2.516574783444775
2019-11-28,2.5074740322721225
2019-11-29,2.5037229131594736
2019-12-02,2.5101562493068195
2019-12-03,2.5205123296596614
2019-12-04,2.520357294701401
2019-12-05,2.5330616739481475
2019-12-06,2.538572138399311
2019-12-09,2.538499931136935
2019-12-10,2.5334953883619926
2019-12-11,2.5212941948678216
2019-12-12,2.517816335409631
2019-12-13,2.547696631950914
2019-12-16,2.57692228664122
2019-12-17,2.616628094441256
2019-12-18,2.6093504564488685
2019-12-19,2.6207857155243484
2019-12-20,2.602282617863697
2019-12-23,2.554881041455315
2019-12-24,2.578483696601057
2019-12-25,2.587637491965274
2019-12-26,2.6062825277213024
2019-12-27,2.6044461216693597
2019-12-30,2.6328966854420504
2019-12-31,2.6560868884449746
2020-01-02,2.69712411775665
2020-01-03,2.708569192368914
2020-01-06,2.7260425898269793
2020-01-07,2.7654427869263247
2020-01-08,2.732500968170048
2020-01-09,2.7529905244187556
2020-01-10,2.7367830036716323
2020-01-13,2.763460945929232
2020-01-14,2.7610782530026095
2020-01-15,2.7489065263521013
2020-01-16,2.7359910031718293
2020-01-17,2.7286028565124387
2020-01-20,2.7653683916859038
2020-01-21,2.736480467757977
2020-01-22,2.7348564629628145
2020-01-23,2.6534201844079326
2020-02-03,2.4310141174571314
2020-02-04,2.4656822106606295
2020-02-05,2.514352995132605
2020-02-06,2.59061558581045
2020-02-07,2.6153248863346867
2020-02-10,2.666423277098604
2020-02-11,2.65771627886983
2020-02-12,2.6829420247383493
2020-02-13,2.659838640860318
2020-02-14,2.681610162143572
2020-02-17,2.741192298428435
2020-02-18,2.7668342911188466
2020-02-19,2.7563430752961895
2020-02-20,2.798049905590987
2020-02-21,2.8358835273414456
2020-02-24,2.8692696956586525
2020-02-25,2.8952058097854483
2020-02-26,2.858895476184582
2020-02-27,2.8523627911780722
2020-02-28,2.743872062550791
2020-03-02,2.8526696208176245
2020-03-03,2.8752236833310776
2020-03-04,2.9129277883018703
2020-03-05,2.9733798685136525
2020-03-06,2.978351424828848
2020-03-09,2.9105720108209843
2020-03-10,2.9510911480555775
2020-03-11,2.9216583730626677
2020-03-12,2.867008173069591
2020-03-13,2.8433837628327243
2020-03-16,2.7389285950384243
2020-03-17,2.7414517507454526
2020-03-18,2.715893849707536
2020-03-19,2.733373772353199
2020-03-20,2.734638387974864
2020-03-23,2.6257733030711696
2020-03-24,2.659824736962178
2020-03-25,2.7212545030390713
2020-03-26,2.6961923139637376
2020-03-27,2.6867084055856894
2020-03-30,2.6440521505345562
2020-03-31,2.6601167566500243
2020-04-01,2.6472114442448382
2020-04-02,2.6873316715897912
2020-04-03,2.6837584985937006
2020-04-07,2.7576719443617774
2020-04-08,2.7513347021774006
2020-04-09,2.761574733303898
2020-04-10,2.7204887772368638
2020-04-13,2.7192555675285996
2020-04-14,2.755049401307561
2020-04-15,2.728847520677153
2020-04-16,2.730661132140867
2020-04-17,2.741176884634702
2020-04-20,2.763101217401815
2020-04-21,2.746322263573746
2020-04-22,2.758229738641678
2020-04-23,2.753540525560939
2020-04-24,2.719758593666515
2020-04-27,2.7272373432364243
2020-04-28,2.684219978072902
2020-04-29,2.6751648959746896
2020-04-30,2.7105173872587294
2020-05-06,2.7269905326842125
2020-05-07,2.715351454283246
2020-05-08,2.7368036810937286
2020-05-11,2.7179342415506804
2020-05-12,2.71004781002013
2020-05-13,2.7191610929364978
2020-05-14,2.690969398550145
2020-05-15,2.7023302870934716
2020-05-18,2.7118183820438704
2020-05-19,2.7328907496227113
2020-05-20,2.7066752718485745
2020-05-21,2.696472869892133
2020-05-22,2.6677227143884705
2020-05-25,2.6702968970532446
2020-05-26,2.7026237309840457
2020-05-27,2.6942667855338667
2020-05-28,2.6976871931744077
2020-05-29,2.7222002680263673
2020-06-01,2.7820602671725707
2020-06-02,2.797598751547791
2020-06-03,2.7943945914413892
2020-06-04,2.8074242791906476
2020-06-05,2.7965213398513926
2020-06-08,2.7987942564599653
2020-06-09,2.8025505149362413
2020-06-10,2.796082053958346
2020-06-11,2.7646377327431204
2020-06-12,2.7710148717576635
2020-06-15,2.78347974763355
2020-06-16,2.81553672917784
2020-06-17,2.833947621771056
2020-06-18,2.8454019329543607
2020-06-19,2.864600301936995
2020-06-22,2.8723670360686584
2020-06-23,2.873841738365476
2020-06-24,2.86212016172859
2020-06-29,2.8464122809226766
2020-06-30,2.8887997625018893
2020-07-01,2.9129736798985655
2020-07-02,2.937935289865488
2020-07-03,2.9781987234985334
2020-07-06,3.1103645403246674
2020-07-07,3.1205518511869634
2020-07-08,3.1902189130012717
2020-07-09,3.269683400003243
2020-07-10,3.248454274693264
2020-07-13,3.35280816985741
2020-07-14,3.3453301774716495
2020-07-15,3.2820043822619227
2020-07-16,3.150297784573422
2020-07-17,3.174199187954906
2020-07-20,3.282692127895404
2020-07-21,3.285116655732731
2020-07-22,3.278133514965398
2020-07-23,3.2535935519177825
2020-07-24,3.1204106534555716
2020-07-27,3.116744243991605
2020-07-28,3.1460294608688537
2020-07-29,3.2024742242135025
2020-07-30,3.2092503230920255
2020-07-31,3.237842802234387
2020-08-03,3.3076212895301036
2020-08-04,3.300316422639611
2020-08-05,3.333074912592021
2020-08-06,3.324721463042978
2020-08-07,3.2803473883128174
2020-08-10,3.3150497649484727
2020-08-11,3.273041895669233
2020-08-12,3.2436963354611184
2020-08-13,3.256670117119216
2020-08-14,3.273198293976488
2020-08-17,3.3136050812962523
2020-08-18,3.3324827882063777
2020-08-19,3.2894026794495557
2020-08-20,3.255628374114334
2020-08-21,3.270396303135811
2020-08-24,3.291207011615794
2020-08-25,3.2717840852270115
2020-08-26,3.2327000569733566
2020-08-27,3.253639610633106
2020-08-28,3.2937037810214167
2020-08-31,3.2868614099971922
2020-09-01,3.2948690128217115
2020-09-02,3.288469028996524
2020-09-03,3.267014540616717
2020-09-04,3.2550995369412243
2020-09-07,3.1933103363364883
2020-09-08,3.2242500216613172
2020-09-09,3.167874592222026
2020-09-10,3.10546668867916
2020-09-11,3.126501579790062
2020-09-14,3.13917697122659
2020-09-15,3.146363093127098
2020-09-16,3.1313820308355913
2020-09-17,3.133254635858208
2020-09-18,3.179243393411724
2020-09-21,3.1640449667567316
2020-09-22,3.1196186183727637
2020-09-23,3.131763594450466
2020-09-24,3.0629677773917217
2020-09-25,3.0510904915015806
2020-09-28,3.0193147944814567
2020-09-29,3.0447891321594223
2020-09-30,3.0324666402489555
2020-10-09,3.093807717800032
2020-10-12,3.180086005210439
2020-10-13,3.2177191084669636
2020-10-14,3.1857206989280824
2020-10-15,3.1688802194994397
2020-10-16,3.1593506251149854
2020-10-19,3.1293760379958373
2020-10-20,3.1499295041217685
2020-10-21,3.11338201234097
2020-10-22,3.095542619226452
2020-10-23,3.058854419329538
2020-10-26,3.0541330511665463
2020-10-27,3.0513848896203117
2020-10-28,3.0465429514056392
2020-10-29,3.0499290672321595
2020-10-30,2.988854483911884
2020-11-02,2.9964275561942615
2020-11-03,3.0414901620649912
2020-11-04,3.0289424860091017
2020-11-05,3.0796073178919845
2020-11-06,3.0563175356944687
2020-11-09,3.108054360505663
2020-11-10,3.0784041791433854
2020-11-11,3.0547398445392275
2020-11-12,3.042674041986122
2020-11-13,3.0439426572817228
2020-11-16,3.1072058240976737
2020-11-17,3.0969574052299067
2020-11-18,3.1055741000075776
2020-11-19,3.1133993101923187
2020-11-20,3.1291780947825467
2020-11-23,3.1494383949580618
2020-11-24,3.1471754354079087
2020-11-25,3.1075753192797455
2020-11-26,3.111652684934648
2020-11-27,3.1383831521971652
2020-11-30,3.131630379498189
2020-12-01,3.1766773760599865
2020-12-02,3.2027119939699333
2020-12-03,3.1975487021241134
2020-12-04,3.1933774110966118
2020-12-07,3.187679274471155
2020-12-08,3.1698196561998957
2020-12-09,3.1181264411958614
2020-12-10,3.109501645087968
2020-12-11,3.059789959837262
2020-12-14,3.07455694966181
2020-12-15,3.071337390962075
2020-12-16,3.054468466166067
2020-12-17,3.088667785399619
2020-12-18,3.0747324431231204
2020-12-21,3.111661779975279
2020-12-22,3.044583715878145
2020-12-23,3.06398652594341
2020-12-24,3.0506025055535626
2020-12-25,3.0704563718978792
2020-12-28,3.0699745798529254
2020-12-29,3.0551256009434087
2020-12-30,3.0769479563413618
2020-12-31,3.1018702785124623
