,ridge_ic,baseline_ic
2017-09-29,0.2710867232821983,0.22884423018286787
2017-10-31,0.15704570549734972,0.1464528227443046
2017-11-30,0.12589255122616405,0.15367902346326012
2017-12-29,0.1560139656397017,0.20148606624520343
2018-01-31,0.07320604719408008,0.050763236777219965
2018-02-28,-0.011057935507188846,-0.05943248849338776
2018-03-30,0.2001225376096389,0.18221834427456704
2018-04-27,0.21163489457347728,0.21554511914145186
2018-05-31,0.1448091146128602,0.14926537938393042
2018-06-29,0.10250103973954999,0.10556123407633743
2018-07-31,0.09856856132102848,0.07774901443379453
2018-08-31,0.055705288366258286,0.03931907670321392
2018-09-28,0.14094239125758237,0.11967508458545455
2018-10-31,-0.039674326046949676,-0.006896205452948793
2018-11-30,0.36116871432698866,0.31848688930868396
2018-12-28,0.18727132870522278,0.16280150274673927
2019-01-31,-0.398171658591663,-0.3297649664025644
2019-02-28,-0.05085645087638704,0.005152763293215163
2019-03-29,0.21072098460310554,0.20233581580968882
2019-04-30,0.17100583386313628,0.16029142300202426
2019-05-31,0.30925022395429336,0.27706992552650733
2019-06-28,0.3158201270465642,0.306037594413535
2019-07-31,-0.038527420480661545,0.012784205216624872
2019-08-30,0.07442251537994643,0.04837996516989936
2019-09-30,0.13932447342710674,0.13104133941991203
2019-10-31,0.1578948453496907,0.13708663791305425
2019-11-29,-0.07544480047088942,-0.06161345624889926
2019-12-31,0.11690931855796083,0.1496376631592457
2020-01-23,-0.016177061276077213,-0.0031301469812173555
2020-02-28,0.14877922602172614,0.10525508340016107
2020-03-31,0.22151696443437804,0.2152143962308482
2020-04-30,0.1092144690905109,0.04982234115690738
2020-05-29,0.15536224018609274,0.1318082112372245
2020-06-30,0.04010750156498953,0.10543604012727494
2020-07-31,0.11967190855762382,0.07281437629128483
2020-08-31,0.08748178134276394,0.045993833874099055
2020-09-30,0.10315578350833096,0.10082015995121225
2020-10-30,-0.06196841778605686,-0.06423831917434036
2020-11-30,0.10650674818503805,0.12710923893374138
2020-12-31,0.151171470261791,0.14885536661235557
2021-01-29,-0.007461249681011492,-0.05568174600829781
2021-02-26,0.14591933741627733,0.08684236732190556
2021-03-31,0.10477648018025791,0.10268993474136877
2021-04-30,-0.08192196312638121,-0.0024501423156610574
2021-05-31,0.12545760944123138,0.1177262171120167
2021-06-30,0.09218152401016057,0.11292564707855125
2021-07-30,0.018891120261097457,0.03353843692573783
2021-08-31,0.057556870781368494,0.0222572222463958
2021-09-30,-0.022067098021509267,-0.06144023600286489
2021-10-29,-0.024295051503494182,-0.08596072392866823
2021-11-30,0.06437944953255863,-0.020652744606159748
2021-12-31,0.19799723166483185,0.16119460716661027
2022-01-28,-0.01067346009346676,-0.009654834456092188
2022-02-28,0.1369082155859799,0.16759662813699636
2022-03-31,0.18493453685247033,0.1755568945841186
2022-04-29,0.028656262128825133,-0.017109938305469433
2022-05-31,-0.07124317124837565,-0.14675406072217326
2022-06-30,0.14400619705465068,0.14918402283897872
2022-07-29,0.12947812503294026,0.13878595512726014
2022-08-31,0.21048364651040377,0.19773993582517035
2022-09-30,-0.008648921584074178,0.0056241182407716596
2022-10-31,-0.13441054851311507,-0.12138685114490808
2022-11-30,0.1130235788584432,0.13235051248857205
