source_id,industry_code,industry_name,total_effect_sum,allocation_effect_sum,selection_effect_sum,interaction_effect_sum,W_p_mean,W_b_mean,active_weight_mean,n_periods,rolling_minus_pipeline_b_total_effect
rolling_48m_replay,801720.SI,建筑装饰,0.009451764896121236,0.0023030095913110977,0.021214003016839945,-0.006846967363317015,0.016585186880889047,0.01505538148266866,0.0015298053982203876,24,0.007489879943199418
rolling_48m_replay,801730.SI,电力设备,0.03852610997720546,0.0021103999404277684,0.0380002633063461,-0.004488234497906512,0.051373181362807475,0.06599690692717416,-0.01462372556436669,24,0.028353758899321766
rolling_48m_replay,801740.SI,国防军工,-0.015505158700876043,-0.006039205381624779,-0.006808929964024852,0.004662724658113206,0.029965802792061156,0.04680076793211696,-0.016834965140055804,24,-0.021484102603231796
rolling_48m_replay,801750.SI,计算机,0.016911268748518716,-0.0025623516274558434,0.021699539087319475,-0.004019499156528977,0.043568318084010786,0.047518406056882144,-0.003950087972871358,24,0.01177485805038506
rolling_48m_replay,801760.SI,传媒,-0.0014500122533486386,0.0007968958857838724,-0.0014458278837371408,-0.0023727899458415884,0.05251544422779855,0.03216296035347858,0.020352483874319975,24,0.0046733153537592415
rolling_48m_replay,801770.SI,通信,-9.322122847914673e-05,-0.0027313377196317634,-0.0003698013985802347,0.001519141616529295,0.009363566044946042,0.019782622191404257,-0.010419056146458215,24,-0.009419664581352731
rolling_48m_replay,801780.SI,银行,0.003897935783638053,0.002567346823381746,0.003897935783638053,-0.003897935783638053,0.0,0.019902181849600416,-0.019902181849600416,24,0.0
rolling_48m_replay,801790.SI,非银金融,0.01440000759939126,0.011630515119911339,0.01088396534175388,-0.009760554280911493,0.01739757860423449,0.047604577835805566,-0.030206999231571077,24,0.001993075250583747
rolling_48m_replay,801880.SI,汽车,-0.004942891444601803,0.0011055725277871991,-0.0049706111148168225,-0.005599698600901103,0.03751095784357329,0.03262469822851451,0.004886259615058779,24,0.008287964603461739
rolling_48m_replay,801890.SI,机械设备,0.0050774845649301705,-0.0033746350989197456,0.009570559648764026,0.0005483450512528456,0.038828784410496156,0.03423347608448284,0.004595308326013313,24,0.0036298211462026274
rolling_48m_replay,801950.SI,煤炭,0.004253413115181492,-9.428768287397154e-06,0.002255430264177319,0.0013551923843889751,0.01812464123842056,0.021783479081428418,-0.003658837843007856,24,0.01935675195612971
rolling_48m_replay,801960.SI,石油石化,0.012963484924988158,0.006241955975949471,0.008489890803249186,-0.005279305732240431,0.015489780896352919,0.012774523412267293,0.002715257484085626,24,0.015295972467400179
rolling_48m_replay,801970.SI,环保,0.00677130231190027,0.0012843607382896282,0.003848107246457861,-2.282547183650929e-05,0.008337013322625524,0.008653533917186684,-0.0003165205945611597,24,0.005252072401078533
rolling_48m_replay,801980.SI,美容护理,0.007476456565222558,0.002793123229438934,0.0017595480314555841,0.0049400835359435045,0.011124156049077958,0.006653926392869242,0.004470229656208717,24,-0.0002711333694860006
rolling_48m_replay,999999.SI,未分类,-0.018176053200693203,-0.003886703386602272,-0.008061077524607526,-0.0012336632049356044,0.03712460571137725,0.028266236975162215,0.008858368736215032,24,-0.01186642320606733
